target,hub
1,hub1
100,hub1
11,hub3
12,hub2
15,hub3
16,hub3
17,hub1
18,hub3
2,hub3
20,hub3
21,hub3
22,hub2
23,hub1
25,hub2
26,hub3
27,hub3
28,hub3
29,hub2
3,hub3
30,hub2
31,hub2
33,hub3
34,hub3
35,hub1
37,hub1
38,hub3
39,hub3
4,hub3
40,hub3
41,hub3
42,hub3
44,hub3
45,hub3
46,hub2
47,hub3
49,hub1
5,hub2
50,hub1
52,hub3
53,hub1
54,hub2
55,hub3
57,hub3
58,hub1
61,hub3
62,hub3
63,hub3
66,hub1
67,hub2
68,hub3
69,hub1
70,hub3
71,hub2
72,hub3
73,hub1
74,hub1
75,hub3
76,hub3
77,hub1
78,hub2
79,hub3
8,hub3
81,hub1
82,hub1
83,hub1
84,hub3
85,hub2
86,hub3
87,hub3
88,hub3
89,hub1
9,hub3
90,hub1
91,hub3
92,hub3
93,hub3
94,hub1
96,hub1
99,hub2
