target,hub
1,hub1
10,hub3
100,hub1
12,hub1
13,hub3
14,hub3
15,hub3
16,hub2
17,hub3
18,hub2
19,hub1
2,hub1
20,hub3
22,hub2
23,hub2
24,hub3
25,hub1
26,hub2
27,hub1
28,hub3
29,hub1
3,hub1
30,hub3
31,hub1
32,hub3
34,hub3
36,hub2
37,hub2
38,hub2
39,hub2
4,hub1
40,hub3
41,hub1
42,hub3
43,hub2
44,hub2
45,hub3
49,hub1
50,hub3
51,hub1
53,hub3
54,hub3
55,hub3
56,hub3
57,hub3
58,hub1
61,hub3
62,hub3
63,hub2
64,hub3
65,hub1
66,hub3
67,hub1
68,hub3
69,hub1
7,hub1
71,hub1
72,hub3
73,hub1
74,hub2
75,hub3
76,hub3
77,hub3
78,hub3
79,hub3
80,hub2
81,hub2
83,hub3
84,hub2
85,hub1
86,hub1
87,hub3
89,hub1
9,hub2
91,hub3
92,hub1
93,hub1
96,hub3
97,hub2
98,hub2
