target,hub
1,hub2
10,hub3
100,hub1
13,hub2
16,hub2
17,hub2
18,hub2
19,hub2
2,hub3
20,hub2
22,hub3
23,hub1
24,hub3
25,hub2
26,hub1
27,hub2
28,hub2
29,hub3
3,hub1
31,hub3
32,hub1
34,hub2
35,hub3
36,hub3
37,hub3
38,hub3
39,hub1
4,hub1
40,hub1
42,hub2
44,hub1
45,hub2
46,hub2
48,hub1
49,hub1
50,hub3
51,hub3
53,hub1
54,hub2
55,hub2
56,hub2
57,hub2
58,hub2
6,hub3
61,hub2
62,hub3
63,hub2
64,hub2
66,hub1
67,hub3
68,hub1
69,hub2
7,hub2
71,hub2
72,hub2
73,hub2
74,hub2
75,hub3
76,hub1
77,hub3
78,hub3
79,hub2
80,hub3
81,hub1
83,hub3
84,hub3
85,hub1
86,hub2
87,hub2
88,hub2
89,hub3
9,hub3
91,hub3
92,hub3
93,hub2
97,hub2
98,hub2
99,hub1
