hub,x,y,sigma,strength
hub1,95.99266132997231,67.00850874824107,0.015370015923135283,1.2881613750847174
hub2,95.98563687831795,67.00692190293928,0.021674657039684166,0.8175374290875278
hub3,95.99046732722324,67.0140367620876,0.012604410936625435,0.6363224310945133
