hub,x,y,sigma,strength
hub1,89.99778567033547,73.02026965116174,0.0209105433410657,1.1017091775854706
hub2,89.99537085025509,73.02054256655393,0.01842883390883133,1.0505676894039087
hub3,89.9767516654267,72.99274142588199,0.023029105507678824,1.21375184339365
