target,hub
1,hub3
10,hub3
100,hub2
11,hub3
12,hub3
13,hub3
15,hub1
16,hub2
17,hub2
18,hub2
19,hub3
2,hub1
20,hub3
21,hub2
22,hub2
24,hub2
25,hub1
28,hub1
29,hub3
3,hub1
30,hub2
32,hub1
33,hub1
34,hub2
35,hub1
36,hub2
37,hub3
38,hub2
39,hub2
4,hub3
40,hub3
41,hub2
43,hub3
44,hub3
45,hub1
46,hub2
47,hub1
48,hub3
49,hub3
5,hub2
52,hub3
53,hub1
54,hub1
55,hub3
57,hub1
58,hub3
59,hub1
6,hub2
60,hub2
62,hub2
63,hub1
65,hub3
67,hub3
68,hub1
69,hub1
7,hub1
71,hub3
72,hub1
75,hub1
78,hub2
79,hub1
8,hub3
80,hub1
81,hub3
82,hub1
83,hub2
84,hub2
85,hub1
86,hub2
88,hub2
89,hub1
9,hub3
90,hub3
91,hub3
92,hub3
93,hub2
94,hub1
95,hub2
96,hub2
97,hub1
98,hub2
99,hub2
