target,hub
1,hub3
10,hub2
100,hub1
11,hub1
12,hub3
13,hub3
14,hub2
15,hub3
17,hub2
18,hub1
19,hub3
2,hub3
20,hub3
21,hub1
23,hub3
25,hub3
26,hub3
27,hub3
28,hub1
29,hub2
3,hub3
30,hub2
31,hub1
32,hub1
33,hub2
35,hub3
36,hub1
37,hub1
38,hub3
39,hub1
4,hub2
40,hub1
41,hub1
42,hub3
43,hub3
44,hub2
45,hub3
46,hub2
47,hub1
48,hub3
49,hub2
5,hub1
50,hub3
52,hub3
53,hub1
54,hub3
55,hub1
56,hub2
57,hub2
58,hub1
59,hub3
61,hub3
62,hub1
63,hub1
66,hub3
69,hub2
7,hub1
70,hub2
71,hub3
72,hub3
73,hub3
74,hub1
76,hub2
77,hub3
78,hub3
79,hub1
8,hub3
80,hub2
81,hub1
82,hub1
83,hub3
84,hub3
86,hub3
87,hub1
88,hub2
91,hub2
92,hub1
93,hub1
94,hub1
95,hub2
97,hub1
98,hub2
99,hub3
