target,hub
11,hub1
12,hub3
13,hub3
14,hub2
15,hub3
16,hub2
18,hub1
19,hub3
2,hub1
20,hub1
21,hub2
23,hub1
24,hub1
25,hub1
26,hub3
27,hub3
28,hub1
3,hub2
30,hub2
32,hub2
33,hub2
34,hub3
35,hub3
36,hub2
37,hub1
38,hub2
4,hub2
40,hub2
41,hub1
43,hub2
44,hub3
45,hub1
5,hub1
50,hub2
51,hub1
52,hub1
53,hub2
54,hub1
55,hub2
56,hub1
57,hub1
59,hub1
6,hub1
60,hub2
62,hub2
66,hub1
67,hub2
69,hub1
70,hub1
71,hub1
72,hub3
73,hub1
74,hub2
75,hub2
76,hub2
77,hub1
79,hub2
8,hub1
80,hub2
81,hub1
82,hub3
84,hub3
85,hub1
86,hub2
87,hub1
88,hub2
89,hub2
9,hub1
90,hub2
91,hub2
93,hub3
94,hub1
95,hub2
97,hub1
98,hub3
99,hub2
