target,hub
1,hub2
10,hub1
100,hub1
11,hub1
12,hub2
13,hub3
14,hub1
16,hub3
2,hub3
20,hub3
22,hub1
23,hub1
24,hub3
25,hub3
27,hub1
28,hub1
29,hub1
3,hub2
30,hub3
31,hub2
32,hub2
35,hub2
36,hub3
37,hub2
38,hub3
39,hub2
4,hub3
41,hub3
42,hub3
43,hub2
44,hub3
45,hub2
47,hub1
48,hub2
49,hub3
50,hub2
53,hub2
54,hub3
55,hub3
56,hub3
58,hub1
59,hub2
6,hub2
60,hub2
61,hub3
62,hub3
63,hub2
64,hub1
65,hub2
66,hub3
68,hub1
69,hub2
7,hub2
70,hub2
71,hub2
72,hub2
74,hub3
75,hub2
76,hub2
79,hub2
8,hub3
80,hub1
81,hub1
82,hub3
84,hub2
85,hub3
86,hub3
87,hub1
88,hub3
89,hub3
91,hub2
92,hub3
95,hub3
97,hub1
98,hub1
99,hub1
