target,hub
1,hub1
11,hub2
12,hub2
14,hub2
15,hub2
16,hub3
17,hub3
18,hub1
19,hub2
20,hub2
21,hub2
22,hub1
23,hub1
24,hub2
25,hub3
26,hub1
27,hub2
28,hub2
29,hub3
3,hub2
30,hub1
31,hub2
32,hub3
33,hub2
35,hub1
36,hub3
38,hub2
39,hub2
40,hub2
41,hub1
42,hub1
43,hub2
44,hub2
45,hub2
46,hub1
47,hub1
48,hub1
5,hub1
50,hub3
51,hub1
52,hub2
53,hub1
54,hub2
58,hub1
60,hub1
61,hub1
62,hub1
63,hub3
64,hub1
65,hub2
67,hub3
69,hub3
7,hub2
70,hub3
71,hub3
72,hub2
73,hub1
74,hub1
75,hub2
76,hub3
77,hub3
79,hub3
8,hub1
80,hub1
82,hub1
83,hub1
86,hub1
87,hub1
88,hub3
89,hub3
9,hub1
90,hub1
91,hub2
93,hub1
95,hub1
96,hub1
98,hub2
