target,hub
10,hub2
100,hub1
11,hub3
12,hub1
14,hub1
15,hub2
16,hub2
17,hub1
18,hub2
19,hub1
2,hub3
20,hub1
21,hub2
23,hub1
25,hub2
26,hub2
27,hub1
28,hub2
31,hub3
32,hub1
34,hub3
35,hub1
37,hub2
38,hub3
39,hub2
4,hub3
41,hub2
42,hub1
44,hub1
45,hub1
46,hub3
47,hub2
48,hub1
49,hub3
5,hub3
50,hub2
51,hub1
53,hub2
54,hub1
58,hub3
59,hub3
6,hub2
61,hub2
62,hub3
63,hub1
66,hub2
71,hub1
72,hub1
73,hub2
74,hub2
75,hub1
76,hub1
77,hub2
79,hub1
8,hub1
80,hub2
81,hub3
82,hub1
84,hub3
85,hub3
86,hub3
87,hub2
88,hub2
89,hub3
9,hub3
90,hub3
92,hub1
93,hub2
94,hub3
95,hub2
96,hub3
97,hub1
98,hub1
99,hub3
